layer,name,address,city,state,zip,phone,website,mission_description,longitude,latitude
Historic Landmarks,"Veterans Memorial Flagstaffs, Grass Valley","Entrances to Greenwood and Catholic cemeteries, W. Main St, Grass Valley",,,,,,"Plaques and flagstaffs dedicated 1954 by Post 130, American Legion Auxiliary: Lest We Forget. This memorial flagstaff dedicated in eternal memory of those war veterans resting within the portals of this cemetery who served in the wars of our nation and those who gave their lives defending AmericaÍs eternal freedoms.",-121.0755,39.224
Historic Landmarks,Gilmore Flying Field,"Lyman Gilmore School, corner Gilmore Way and W. Main St, Grass Valley",,,,,,"Gilmore Flying Field. This windsock marks the site of one of the first flying fields in the United States. Here Lyman Gilmore, a contemporary of the Wright Brothers, pioneered in aviation by designing and building his own planes and gliders as early as 1898. Plaque on monument in front of school dedicated 1968 by Grand Lodge, Free and Accepted Masons: Lyman Gilmore, Jr. 1874-1951. Lyman Gilmore, Jr. established the first commercial airport on this site in 1907. To him and his memory the people of this community dedicate this school as the Lyman Gilmore School. Note: Gilmore did not use this field until the winter of 1911-12. As the Daily Transcript reported on January 29, 1912, ""The principal place of business [of the Gilmore Airship Co.] was recently moved from Colfax to Grass Valley, and the meeting on Saturday evening was the first with the present board of directors."" This pole was used originally at Gilmore Field, which Gilmore always claimed was the first commercial airport on the West Coast. The CETA mural on the north wall of the multipurpose building was painted in 1978.",-121.0727,39.222
Historic Landmarks,Glasson House,515 W. Main St. Grass Valley,,,,,,"This Victorian/Greek Revival house was built in 1866 for Miles P. O'Connor, who came to California in 1849 and to Nevada County in 1852. He served as justice of the peace for Little York township in 1852-53 and for Grass Valley 1862-69. He served one term in the state assembly and two in the state senate. He earned a fortune from the famous Idaho gold mine and was instrumental in creation of the Nevada County Narrow Gauge Railroad. After selling this house to John Polglase in 1873, he moved to San Jose and funded various institutions, including a sanitarium later known as O'Connor Hospital. John Polglase, a hard-rock miner from Cornwall, came to Grass Valley in 1864. In 1875 Polglase bought an interest in John Glasson's grocery and provisions store while continuing to work underground in the Idaho mine. In 1882 he sold the house to his partner, and Glasson and his heirs owned it from then until 1973. John Glasson, like Polglase, came here in 1864 from England, and like O'Connor he played a prominent role in Nevada County history. He bought the local gas company in 1885-86 and in 1888 merged it with the Grass Valley Electric Light and Motor Co. He built the countyÍs first hydroelectric plant at Deer Creek Falls and was a director and treasurer of the Narrow Gauge railroad. His daughter Bernice was a major benefactor to the Sierra Nevada Memorial Hospital, and she lived in this house until her death in 1966.",-121.0672,39.2199
Historic Landmarks,Holbrooke Hotel,"212 W. Main St, Grass Valley",,,,,,"Holbrooke Hotel Founded 1851. California’s oldest hotel in continuous operation. Among its century-old archives are names of such notables as Presidents Grant, Harrison, Cleveland; authors Mark Twain, Bret Harte; boxers Corbett, Fitzsimmons; actor Gilbert Barry, and highwayman Black Bart. Present structure built in 1862 following infamous fire.Landmark registered and second plaque dedicated 1978 by State of California, CHL 914: ñThe present bar of the hotel has been in continuous operation since 1852, when it was known as the Golden Gate Saloon. The wooden building had a rear extension called The Exchange Hotel and offered food and lodging by January 1853. The saloon was destroyed in the fire of 1855 and rebuilt out of fieldstone with a brick front. The Holbrooke, built in 1862, had the adjacent Golden Gate Saloon incorporated in the hotel building.Third plaque dedicated by Grass Valley Downtown Association: Presidential Square. These Presidents of the United States have visited this site: Ulysses S. Grant, James A. Garfield, Benjamin Harrison, Grover Cleveland, Herbert Hoover.  Note: No evidence exists that some of these notables stayed at the Holbrooke or visited Grass Valley.  Local lore has it that Gilbert Barry is a Clamper fabrication.",-121.0636,39.2193
Historic Landmarks,Williams Stationery Store,"112 W. Main St, Grass Valley",,,,,,"This building is known as 'The Brick Store of Silvester and Salaman‰' it was built in 1854 and completed in 1855 by Henry Silvester and Abraham Salaman. It is both the first and oldest original brick (and stone) building in Grass Valley and the second oldest brick building in Nevada County. There have only been three owners of this building, Henry Sylvester, Paul Wesley Michell, and Elton and Helen Williams. Only five businesses have occupied the store in 145 years, H. Silvester Grocery, H. J. Fuchs Grocery, C. W. Jenkin Variety Store, Tresize Brothers Stationery Store, Williams Brothers, later changed to Williams Stationery Store.",-121.0625,39.2192
Historic Landmarks,Binkelmann Brewery,"217 N. Auburn St, Grass Valley",,,,,,"Born in Wurtemberg, Germany on January 2, 1828, David Binkelmann came to Grass Valley in 1853 after only a year as a new immigrant in New York. He mined for a time on Wolf Creek, then worked in a bakery. He became a renter of the business, but after two years sold the bakery operation to Herrman Maurer and bought a half-interest in a brewery with John Frank, operating in the rear of the Western Hotel which burned in 1856. The brick brewery was constructed in 1861, replacing a smaller 1856 frame building on North Auburn Street. Frank Richard bought out the partner in 1861 and was in turn bought out by Binkelmann shortly later. He ran the brewery until his death on May 23, 1894, leaving his wife Sophie to carry on until her death in 1915, when the brewery was bequeathed to her son, David J. Binkelmann. Note: The Brewery building, which has a beautiful vaulted brick cellar, has been incorporated into the hotel across the street.",-121.0624,39.2207
Historic Landmarks,Washington Brewery,114 E Main St Grass Valley,,,,,,"Founded 1858 by John Frank, the brewery operated until prohibition. The ownership remains in the Frank family to the present time. Note: The Frank family sold the building in 1973. It no longer functions as a brewery.",-121.0616,39.2194
Historic Landmarks,Red Ledge Stamp Mill,"Corner of Main and Auburn Sts, Grass Valley",,,,,,"Stamp Mill. This three stamp mill was donated to the City of Grass Valley by Mrs. Stella Tracy, owner of the famous Red Ledge Mine near Washington, Nevada County, where this mill crushed tons of gold bearing ore for many years. It is erected here in memory of the 'Cousin Jack' miners who came from Cornwall, England with their knowledge of hardrock mining used to bring gold bearing quartz to the surface from the deep mines of the area.",-121.0619,39.2191
Historic Landmarks,Dr. W. C. Jones Home Site,"129 S Auburn St, now Grass Valley Police Dept",,,,,,"Dr. W. C. Jones came to Grass Valley in 1874 after serving as physician and surgeon for the Central Pacific Railroad Co. during construction of the railroad between Colfax and Reno. He had three sons, Will, John, and Carl, who along with their father served the community as doctors until the last son died in 1944. In 1904 Dr. John Jones opened the first private hospital in Nevada County-the W. C. Jones Memorial Hospital, Grass Valley. A fourth son, George, became Superior Court Judge of Nevada County, serving from 1908 until 1925 and again from 1938 until he retired in 1947. Note: The city removed the historic house to make room for the police department.",-121.0616,39.2186
Historic Landmarks,Chinatown Grass Valley (Site),"Corner of Tinloy and Bank Sts, Grass Valley",,,,,,"Chinatown, Grass Valley 1850-1938. Of the many gold rush Immigrants the Chinese were noted for their honest, sober and industrious characteristics. Each mining camp had its Chinatown and Grass Valley was second only to San FranciscoÍs. Former residents Duck Egg, Georgie Bow, Ah Louie, and the pioneer Yuen, Gon and Tinloy families are an integral part of Nevada County’s history. Note: Georgie Bow went to China, where he was in the diplomatic service. Chinatown was torn down in 1939 to make way for a truck terminal. Now the site is occupied by a hotel and parking lot.",-121.0601,39.2179
Historic Landmarks,Grass Valley Hardware,"114 and 116 Mill St, Grass Valley",,,,,,"Plaque dedicated 1969 by Native Daughters and Native Sons of the Golden West: Through the years of prospecting hydraulic and hardrock mining this hardware business, one of CaliforniaÍs oldest, has served the community. In continuous operation at this site since 1854.",-121.0631,39.2186
Historic Landmarks,Edward Coleman House,"318 Neal St, corner School St, Grass Valley",,,,,,"The Edward Coleman House. Edward Coleman built this house in 1866. While residing here, Coleman was President/Superintendent of the Idaho Mine, Director of the Nevada County Narrow Gauge Railroad, and had interests in the Mohawk Lumber Company. Coleman sold this house in 1893.",-121.0647,39.2182
Historic Landmarks,Caroline Mead Hanson House,"319 Neal St, corner of S. Church St, Grass Valley",,,,,,"Homesite of Caroline Mead Hanson. Whose idea sparked the annual Donation Day sponsored by Grass Valley Ladies Relief Society since 1883. Note: Home of the originator of Grass Valley's Donation Day, that began In 1883. Mrs. Hansen, an invalid, sat in the bay window of her home and watched the children troop to school. Hearing of the Ladies Relief SocietyÍs shortage of funds she suggested a plan to help the needy share the Feast of Christmas. Each child would bring a stick of wood and a potato to school on the same day named by the school superintendent. The potatoes would be put in a sack provided by the janitor; the wood would be piled in the school yard. On the following day these donations would be removed by the Relief Society and dispensed as needed. Mrs. Hansen conveyed her plan in a letter to the Grass Valley Daily Union that was published November 20, 1883. Since that date thousands of Grass Valley school children and citizens have marched in the Donation Day parade.",-121.0649,39.218
Historic Landmarks,Grass Valley's Famed Maple,"Neal St, in private yard at corner of School St, Grass Valley",,,,,,"This beautiful, Brandywine Maple, subject for artists and photographers, was brought from the fields of Gettysburg, and planted in 1876 by the widow of the poet and editor of the Grass Valley National newspaper, John Rollin Ridge. Surviving the fire which leveled the home, it now adorns the lovely Victorian home built by Mr. and Mrs. Charles Edward Clinch in 1900. Roy Clinch Tremoureux, grandson, notes proudly that many trees which beautify our town have come from this famed maple. Note: Time has ravaged the maple.",-121.0652,39.2181
Historic Landmarks,Bell Hill School Bell,"Bell Hill School, 342 S. School St, Grass Valley",,,,,,"The Bell Hill School Bell 1877. This school bell is lovingly dedicated to the children and teachers of the Grass Valley School District who daily answered its melodious tone. The bell was cast at the Buckeye Bell Foundry in Cincinnati by Vanduzen and Tift, and the rotary yoke was patented in 1868. The bell was placed in this beautiful monument by Harold J. Perry, a member of the Grass Valley Host Lions Club. Dedicated March 30,1985 as a part of the 100th Anniversary Celebration of Quartz Parlor No. 58.",-121.0693,39.2163
Historic Landmarks,Mt. Saint Mary's Convent and Academy,"400 S. Church St, Grass Valley",,,,,,"Mt. St. Mary's School. To this spot Father Thomas J. Dalton brought the Sisters of Mercy in 1863. The Sisters of Mercy have taught here since that date. Landmark registered and second plaque dedicated 1972  Built by the Reverend Thomas J. Dalton and dedicated May 2, 1865 by Bishop Eugene O'Connell as Sacred Heart Convent and Holy Angels Orphanage. Under the Sisters of Mercy it served from 1866 to 1932 as the first orphanage of the Northern Mines. It functioned as an academy (1868-1965) and a convent (1866-1968).",-121.0678,39.2144
Historic Landmarks,St Patrick's Cemetery,"Corner Chapel and Church Sts, Grass Valley",,,,,,"St. Patrick’s Cemetery 1853. In memory of the pioneers buried here. A sign nearby contains this information: Site of the first Catholic Church in Grass Valley. Dedicated on October 25,1853. Rev. John Shanahan, 1st Pastor. Served as church 'till December 5, 1858. Served as the first Catholic School (1859-1879).",-121.0674,39.2139
Historic Landmarks,Empire House,"535 Mill St, Grass Valley",,,,,,"This site at the lower end of Boston Ravine on the old main road from Grass Valley to Auburn has been the location of a public house since 1851. Charles Behrisch was the owner from 1851 to 1885. Ownership changed hands many times through the years. Purchased by Dominic Pajnich on August 1,1933, and was burned in 1934. Replaced with a 14-room hotel, named Empire Inn. Upstairs closed off in 1964, but remains a popular food and beverage stop today. Boston Ravine, established in 1849, was the earliest mining community in the area which subsequently grew into Grass Valley.",-121.069,39.2106
Historic Landmarks,Gold Quartz Discovery,"Corner of Jenkins St and Hocking Ave, Grass Valley",,,,,,"This tablet commemorates the discovery of gold-bearing quartz and the beginning of quartz mining in California. The discovery was made on Gold Hill by George McKnight October, 1850 The occurrence of gold-bearing quartz was undoubtedly noted here and elsewhere about the same time, or previously, but the above discovery created the great excitement that started the development of quartz mining into a great industry. The Gold Hill Mine from 1850 to 1857 is credited with a total production of $4,000,000.",-121.0717,39.2126
Historic Landmarks,Lola Montez House Replica,284 Mill St Grass Valley,,,,,,"Lola Montez (1819-1861) Countess of Landsfeld. In her home which occupied this site, Lola’s social salons 1853-1855 attracted men of vision whose investments and technology founded Nevada CountyÍs gold quartz mining industry. She brought culture and refinement to this rude mining camp. A mistress of international intrigue and a feminist before her time she is one of history’s most recognizable women and a founder of today’s cosmetic industry. Note: After earlier building was torn down this replica of original house was built. It now houses a small museum. LolaÍs house had been the office of Grass Valley Quartz Mining Co., the first consolidated effort at deep underground mining. Also site of first school in Grass Valley, a private school run by Rosa Farrington in 1851 before she moved to School Street.",-121.0647,39.2161
Historic Landmarks,Emmanuel Episcopal Church,"235 S. Church St, Grass Valley",,,,,,"Historic Emmanuel Episcopal Church. Oldest Episcopal edifice in California. First services April 23, 1854 by Rt. Rev. William I. Kip, Bishop of Calif. This building opened for worship Aug. 1856. Note: The church was declared eligible for National Landmark status in 1982, but the vestry declined to have the church registered. The first services mentioned above were held in ""a public hall"" according to an account by Bishop Kip. On December 11, 1856, the Gold Hill Mining Company donated land to the parish that was bounded by Church, Walsh and Mill streets. The present church opened for worship in 1858. It is the oldest existing Episcopal Church in continuous use in California.",-121.0651,39.2165
Historic Landmarks,Crabtree House,"238 Mill St, Grass Valley",,,,,,"Lotta Crabtree was born in New York in 1847. In 1852 the gold fever brought Mr. Crabtree to California, and a year later his wife and Lotta followed. Several months after arriving in San Francisco Mrs. Crabtree and Lotta went to Grass Valley and started a boarding house for miners with Mr. Crabtree. It was here that Lotta met Lola Montez, who taught her to sing and dance. Lotta made her first public appearance in Plumas County, which led to a successful career on stage, both here and abroad.",-121.0644,39.2163
Historic Landmarks,Grass Valley Public Library (Josiah Royce Library),"207 Mill St, Grass Valley",,,,,,"There are four plaques. First plaque and fir tree dedicated 1931 by Native Daughters and Native Sons of the Golden West: 1854 - Himalayan Fir - 1916. Planted In Memory of Dr. Josiah Royce one of AmericaÍs greatest scholars whose birthplace is the site of this Library. Second plaque dedicated 1933 by the Harvard Club of San Francisco: 1855 - Josiah Royce - 1916. Born in Grass Valley Alumnus of the University of California. Renowned Harvard teacher and eminent American philosopher. Third plaque and maple tree dedicated behind library ca. 1955 by the Harvard Club of San Francisco: Royce Centennial, to the memory of Josiah Royce Born here on November 20,1855. This tree was planted by the Harvard Club of San Francisco Veritas. Fourth plaque dedicated 1992 by the Friends of the Nevada County Libraries: Gift of Carnegie Corporation of New York. Dedicated August 4,1916. Note: The fir tree is now gone. In 2003 the County Board of Supervisors named the library for the renowned philosopher, who had died in 1916, the year in which the Carnegie Library opened its doors.",-121.0634,39.2169
Historic Landmarks,Dow Alexander Park,"Corner Bennett and Bank Sts, Grass Valley",,,,,,"Formerly known as the City Square, this park was established by the Grass Valley Women's Improvement Club in 1911, as a place of rest for patrons of the Nevada County Narrow Gauge Railroad. It was dedicated to the pioneers and veterans of the Spanish American War. Second plaque: Last on duty at Fort Point on San Francisco Bay. Grass Valley Women’s Improvement Club arranged with the US War Department for donation to be placed in City Square, now Dow Alexander Park. Transferred from Benicia Arsenal to here in 1911. Only known example of its type to exist. Weight: 9100 pounds.",-121.0584,39.218
Historic Landmarks,Nevada County Narrow Gauge Railroad (I),"Entrance at Bennett and Bank Sts, Grass Valley. Plaque at Bennett and Kidder Sts.",,,,,,"Nevada County Narrow Gauge Railroad ran from here 5 miles N to Nevada City and 17 miles S to Colfax. Built 1874-76 by John F. Kidder whose home is NE corner. Depot and shops were 50 yards N., rails removed 1942. Sarah, widow of builder, was first woman R.R. president.",-121.0579,39.2179
Historic Landmarks,Reliance Hose Company No. 3,"Race St near S. Auburn St, Grass Valley",,,,,,"This Building, Housing Reliance Hose Company No. 3 since 1891, is hereby marked for preservation, thus honoring The Volunteer Fire Department of Grass Valley March 26, 1988 100th Anniversary of Manzanita Parlor #29, Native Daughters of the Golden West. Note: Marion Leech Conway's memoirs indicate the building was dedicated in December 1911, after housing the company for twenty years. ""The doors of Reliance No. 3 have had the latch string out in welcome greeting to all when the word went out the Reliance would entertain its friends.""",-121.061,39.2132
Historic Landmarks,"World War I Memorial, Grass Valley","Memorial Park, corner of Race St and Colfax Ave, Grass Valley",,,,,,"Plaque dedicated 1921: Honor Roll. Heroes from the Grass Valley District who gave their lives for their country 1917-1918: Anthony J. Bevilacqua, Robert H. Beyer, Lawrence A. Brasher, Melvyn Frandy, Isaac Leslie Fleming, Hedley Hill, Lenville Dooley Jatunn, William Hague, William A. Kneebone, Albert Pinkham, William Hawley Moran, James Rodgers, Clarence Crase Thomas, J. M. Spencer, Elton Thomas Whiting, John Edward White. Recently, a small plaque at the base of the main plaque added U.S. Army Nurse Elina W. Hill to the Honor Roll. Note: The above inscription is on a very large monument. Surrounding it is a grove of 16 trees, each with a marker in front inscribed with the name of one of these men and the American Legion logotype.",-121.0553,39.2138
Historic Landmarks,World War II & Korean War Memorial,"Memorial Park, corner of Race St and Colfax Ave, Grass Valley",,,,,,"Plaque dedicated by Grass Valley Elks No. 538 and Frank Gallino Post No. 130 American Legion: World War II 1941-1946 Korean 1950-1955. To the men and women who made the supreme sacrifice for our country and her noble purpose, in memory of those who died that liberty might live. Note: Plaque is on a concrete monument that includes a flagpole and benches.",-121.0554,39.2138
Historic Landmarks,"Vietnam War Memorials, Grass Valley","Memorial Park, corner of Race St and Colfax Ave, Grass Valley",,,,,,"Plaques dedicated 1966 and 1974 by Hague-Thomas-Hegarty (now Frank Gallino) Post No. 130, American Legion: 1966 plaque: Gary Ames Miller Memorial. This memorial is dedicated to all American servicemen and women of the Vietnam War in the name of Gary Ames Miller, United States Marine Corps, the first local serviceman to give the full measure for God and country in this conflict. All Americans owe an endless debt of gratitude to the gallant men and women of our armed services for preserving our way of life, a life endowed with justice, freedom and democracy.1974 plaque: Western Nevada County servicemen killed in action in Vietnam: Edward Alien Ownry 09/09/65, Gary Ames Miller 06/01/66, Douglas A. Rix 02/28/67, Bruce Allan Jensen 08/27/67, Alan Robert Haugen 04/06/68, Ronald J. Walber 04/25/68, Thomas W. Cranford 05/09/68, Harry Lee Theurkauf 06/12/68, Donald Ray Webb 10/12/68, Ernest James Stidham 12/22/68, John R. Kunkel 01/13/69, Philip A. Tritsch 01/28/69, Kenneth W. Scurr 05/31/69, Michael D. Goeller 06/01/69, David E. Freestone 08/27/69, James Deeble 04/17/70.  Note: These plaques are mounted on a huge drill core.There are also memorial plaques for the following Vietnam veterans located on the following Golden Center Freeway overpasses around Grass Valley.L/Cpl USMC: Gary Ames Miller 12/14/1947-06/01/1966, west end Brunswick RdPvt USA: Thomas W. Cranford 12/09/194-05/09/1968, west end Dorsey DrS/Sgt USA: Douglas A. Rix 10/02/1942-02/28/196, north side Idaho_Maryland RdL/Cpl USMC: John R. Kunkel 04/16/1947-01/13/1969, west side Bennett St1st Lt USA: Kenneth W. Scurr  07/12/1948- 05/31/1969, south side Bank StPfcUSA: David E. Freestone 06/10/1948-08/27/1969, north side Colfax Ave Sp/5 USA: Harry Lee Theurkauf 05/15/1946- 06/12/1968, parking area S. Auburn StCapt USAF: Bruce Alan Jensen-11/18/1928 08/27/1967, east offramp W. Empire St1st Lt USA: Ernest James Stidham:  03/14/1943-12/22/1968, northwest side of the Hwy 20 overpass of Mill St.",-121.0553,39.2138
Historic Landmarks,Hard Rock Gold Mining,"Memorial Park, Grass Valley, near creek by Race St culvert",,,,,,"Hard Rock Gold Mining 1850-1957. Within a one-mile radius of this spot more than 500 million dollars worth of gold was produced by deep mines, including the Empire, North Star and the Idaho-Maryland. During that time this was the worldÍs most concentrated, efficient and innovative gold mining region.",-121.055,39.2135
Historic Landmarks,Loutzenheiser Pharmacy Building/Foothill Flowers,102 W Main St Grass Valley,,,,,,"Operated by pioneer druggist William Loutzenheiser (1824_1905) and son, John G. (1861-1929). The pharmacy begin here in a wooden building in 1851. The structure gave way to the present brick edifice in the fall of 1855. William was a member of the 1861 city Board of Trustees, one of the original locators of the Idaho Quartz claim, and was active in several other mining ventures. On July 4, 1887 the pharmacy was the site of a bloody duel between two Grass Valley merchants, Henry Sylvester and John Davis, in which the latter was killed. In 1928 the business changed hands after 77 years of continuous operation by the Loutzenheiser family. Between 1928 and 1966 the building had many tenants. In the fall of 1966 Marie Johnson, known as the Flower Lady, founded Foothill Flowers. The interior of the building was destroyed by fire in May 1984 and was subsequently remodeled.",-121.0622,39.2192
Historic Landmarks,Shaar Zedek Grass Valley Jewish Cemetery,"Location: Second Street off Eureka Street, Grass Valley",,,,,,"Shaar Zedek, or the Gate of Righteousness, was established in 1856. The first burial was in 1857 and the last in 1891. Thirty headstones are visible. The cemetery was restored around 50 years ago by the Commission for the Preservation of Pioneer Jewish Cemeteries and Landmarks. It is locked and fenced to protect against vandalism.",-121.0567,39.2215
Historic Landmarks,The Old Post Office,"131 S. Auburn St, Grass Valley",,,,,,"This building Is known as the Old Post Office. It was built in 1914 by the United States Government as the Grass Valley Post Office. From 1914 until 1984 the Post Office functioned for mail, package and gold shipments from the many mines in the area. After the Post Office moved to East Main Street the building operated as an Insurance Agency in the 1980’s and as professional offices since October 1989. Note: Plaque was dedicated in memory of Nevada County pioneer United States Senators Aaron Augustus Sargent (1873-1879) and William Morris Stewart (1865-1875 and 1887-1905).",-121.0618,39.2184
Historic Landmarks,Grass Valley Masonic Lodge,"126 S Auburn St, Grass Valley",,,,,,"Masonry in Grass Valley. Madison Lodge #23 was established under dispensation from the Grand Lodge of California on May 4th 1852. Its permanent charter was issued on May 5th 1853. Madison Lodge held its first two meetings at the old Columbus School on the present site of Hennessy School. The Lodge moved to a building on the south side of Main St.  where it now meets Auburn St.  This wooden building was destroyed along with most of Grass Valley in the great fire of September 12 and 13, 1855. A few days later, the Masons met with the Odd Fellows to select a site for a new brick building to house both organizations at 110 Mill St. This building was Madison's home for nearly 73 years, until fire destroyed the Masonic portion of the building in December 1928. For the next nine years the Lodge met in the auditorium of the old Strand Theater at 161 Mill St.  During this time, planning was being completed for our present building, which saw its first meeting on January 29, 1938. For 150-years, in both good times and bad, through 7 wars and a great depression, the Masonic spirit of Brotherly Love, Relief and Truth has continued on through our brethren of honorable men of all backgrounds, professions and faith. This plaque was set on May 9, 2002 in rededication ceremonies conducted by C. Ray Whitaker, Grand Master of Masons in California and Elmer B. Curtis, Master of Madison Lodge.",-121.062044,39.2182
Historic Landmarks,Grass Valley Historical District,Downtown Grass Valley,,,,,,"Dedicated in 1969 by the Grass Valley City Planning Commission. Description: A colorful, old gold-mining town established in 1849 at Boston Ravine and later named Grass Valley by a company of emigrants. The atmosphere of early mining days still clings to the town. Significant sites include the Empire Mine State Historic Park, the North Star House and the homes of Lola Montez and Lotta Crabtree.",-121.063,39.2183
Historic Landmarks,The Auditorium Building,"161 Mill St, Grass Valley",,,,,,"The Auditorium Building. On July 30, 1896, a fire started here at the site of Argall’s Opera House, owned by Charles E. Clinch, burning the entire block on East Mill Street from Neal to Bank. In 1900, an incorporation composed of the Native Sons of the Golden West, Ancient Order of the Foresters, Knights of Pythias, Red Men, and the Miner’s Union was formed to build a fine theater of three stories. The first floor held a magnificent theater with a capacity of 600 on the floor and 250 in the gallery and office space for the Grass Valley City Hall. The second story was devoted to lodge rooms and the third story was a banquet hall. The basement housed both the kitchen and the armory for Company 1 of the National Guard. On February 2, 1901, the Auditorium Theater opened to a week-long celebration and operated until November 12, 1922. Two days later, it reopened as the Strand Movie Theater, operating until April 22, 1942. The building was then home of the F. S. Rasco & Co. store and since 1972 has been home to Hedman/Ashley furniture store.",-121.0629,39.2175
Historic Landmarks,Woman's Christian Temperance Union,"North side of Neal St between Mill and S. Church Sts, Grass Valley",,,,,,"The first Woman's Christian Temperance Union in California organized in Grass Valley March 25, 1874. Rededicated and second plaque placed 2014: Originally placed near the corner of Neal and South Church Streets near the site of the old Congregational Church and the Women's Improvement Club building. Note: In 1972, the Congregational Church building was demolished to make way for a bank building. The first plaque was removed and stored in the nearby Methodist Church. In 2014, it was rededicated by the Manzanita Parlor of the Native Daughters at its present location on a monument constructed from petrified wood.",-121.0637,39.2176
Historic Landmarks,Memorial Park GV,"Memorial Park, corner of Race St and Colfax Ave, Grass Valley",,,,,,"Memorial Park was built in 1921 in memory of local armed forces members who died in World War I. The land and swimming pool were donated by the Empire Mine Co.; the club house was donated by the Idaho Maryland Mine Co.; and people of the area subscribed $8,000.  It now contains five plaques honoring those who served our country in the armed forces.",-121.0553,39.2138
Historic Landmarks,Marines Memorial,"Memorial Park, corner of Race St and Colfax Ave, Grass Valley",,,,,,"Plaque dedicated 2003 by Marine Corps League Gold Country Detachment 885: ""These memorials honor those who served in the Armed Forces of the United States of America. For those who returned, thank you God. For those who died, glory forever God. For those still missing, please God.""",-121.0553,39.2138
Historic Landmarks,Pioneers Memorial,"Memorial Park, corner of Race St and Colfax Ave, Grass Valley",,,,,,"Plaque  dedicated 1929 by Native Daughters  of the Golden West: In memory of our pioneer mothers & fathers dedicated June 12, 1929 by Manzanita Parlor No  29 N.D.G.W.",-121.0554,39.2141
Historic Landmarks,Nevada County Narrow Gauge (III),"Railroad Ave at back entrance to Northern Queen Inn, Nevada City",,,,,,"For 66 years, the Nevada City depot served as the northern terminus for the railroad affectionately known as the 'Never Come Never Go.' In 1874 a group of 7 men, led by lumber mill and gold mine owner John C. Coleman, organized the Nevada County Narrow Gauge Railroad. Engineer John Flint Kidder was hired on January 14, 1875 to build a 23-mile narrow gauge railroad from the Central Pacific Railroad connection in Colfax to Grass Valley and Nevada City. On a snowy May 20, 1876, John Coleman drove the last spike in Nevada City to dedicate the completion of the railroad. John Kidder controlled the railroad from January 1884, until his death on April 10, 1901; the following day, his widow Sara was elected president of the railroad. Sara Kidder successfully managed the company until its sale on April 24, 1913 to the Oakland, Antioch and Eastern, a predecessor to the Western Pacific. On May 13, 1926, the N.C.N.G.R.R. was purchased by a group of local investors and it operated until December 1942. The scrapping of the railroad was completed by May 5,1943. Two other plaques at this location were dedicated on June 11,1994, but cannot presently be located.Text of second plaque: In fond appreciation of the known surviving employees of the Nevada County Narrow Gauge Railroad Co. 1876-1942. Bob Paine, Tony Dellea, Sadie Angelini, Eugene Katzer, Homer Bevared, George Jefferson, Edward Smith, Bill Tremewan.Text of third plaque: In grateful appreciation to the Northern Queen Inn and the Ramey family for their dedicated efforts in the restoration and preservation of Nevada County’s railroad history.",-121.0184,39.2547
Historic Landmarks,Glenbrook Basin,"Sutton Way, south of Brunswick Rd, next to bus shelter in Glenbrook Plaza parking lot",,,,,,"Early In the 1850's Glenbrook Basin first became known as the site of county fairs, horse racing and other special events. When Olympia Park, located at the south end of the basin, opened in 1901, Glenbrook Basin became the recreational center of Nevada County and much of Northern California, and remained so for over fifty years. People would come to the basin by horse and buggy or later the automobile, but those wishing for a little more excitement would often use the Nevada County Traction Company’s trolley, or the Nevada County Narrow Gauge Railroad. The large grandstands of the three-quarter-mile racetrack stood near the junction of present Brunswick Road and Sutton Way. Trotting, pacing, and running horse races were held at the track, and motor car races began in 1913. The racetrack was one of the first electrically lighted racetracks in the state. A dam was constructed just northeast of the existing electrical substation to form Lake Olympia. The lake soon became one of the BasinÍs main attractions. Located in the center of Lake Olympia was an island with a pavilion which had a coil-spring-mounted dance floor that swayed with the rhythm of the dancers' feet. There was swimming, boating and fishing in Lake Olympia, and during some winters there was ice skating. There were boats and bathing suits for rent, and the park contained a bathhouse, a roller skating rink, and a bar. Many a romance blossomed on the lake during an evening boat ride under the stars. Families rented cabins and picnicked in the shade of the large pine trees along the shores of Lake Olympia. Olympia Park was the site of high school commencements, football and baseball games, and special events such as fat ladies' races and freckled-face children contests. The annual miners' picnics were held at the park with mucking and drilling contests, tug-of-wars and Cornish wrestling, as refreshments of various kinds flowed freely. Olympia Park fell into disrepair in the 1950s and ceased operation in 1958. Glenbrook Basin, once the recreational center for Nevada County, has developed into one of the countyÍs main centers of commerce in supplying various types of shopping, restaurants, services and recreation for the residents and visitors of Nevada County.",-121.037,39.2332
Historic Landmarks,The Union Newspaper,"11464 Sutton Way, Grass Valley, in the Glenbrook Basin",,,,,,"Of the many historic newspapers started in the Northern Mines of the great Mother Lode during the famous gold rush era, only The Union of Grass Valley and Nevada City emerged a successful daily published for 100 years. Born in critical times: Civil War and presidential election. The Union has ever strived for unity and has evolved an independent voice supporting man and measure over partisanship. The Union is only the seventh daily newspaper in California to celebrate its Centennial under the original name. Centennial Date, October 28, 1964. Plaque dedicated when The Union newspaper was located on Mill Street, Grass Valley and moved with the newspaper to Sutton Way in December 1978.",-121.0366,39.2327
